kab_asal,kab_tujuan,jarak_meter,jarak_km,waktu_detik,waktu_menit
Kabupaten Lumajang,Kabupaten Pasuruan,101804.4,101.8,4491.4,74.9
Kabupaten Lumajang,Kabupaten Ponorogo,284119.7,284.12,12347.9,205.8
Kabupaten Lumajang,Kabupaten Probolinggo,64351.4,64.35,3016.5,50.3
Kabupaten Lumajang,Kabupaten Sampang,229085.3,229.09,10283.3,171.4
Kabupaten Lumajang,Kabupaten Sidoarjo,124279.7,124.28,5476.9,91.3
Kabupaten Lumajang,Kabupaten Situbondo,136129.6,136.13,6072.9,101.2
Kabupaten Lumajang,Kabupaten Sumenep,315122.0,315.12,14189.1,236.5
Kabupaten Lumajang,Kabupaten Trenggalek,234232.6,234.23,10213.5,170.2
Kabupaten Lumajang,Kabupaten Tuban,242982.9,242.98,10729.4,178.8
Kabupaten Lumajang,Kabupaten Tulungagung,203636.4,203.64,8889.5,148.2
Kabupaten Lumajang,Kota Batu,139737.1,139.74,6801.6,113.4
Kabupaten Lumajang,Kota Blitar,167989.8,167.99,7463.9,124.4
Kabupaten Lumajang,Kota Kediri,217406.9,217.41,9636.1,160.6
Kabupaten Lumajang,Kota Madiun,265629.9,265.63,12299.5,205.0
Kabupaten Lumajang,Kota Malang,119826.9,119.83,5542.2,92.4
Kabupaten Lumajang,Kota Mojokerto,147153.1,147.15,6552.8,109.2
Kabupaten Lumajang,Kota Pasuruan,85799.5,85.8,3791.9,63.2
Kabupaten Lumajang,Kota Probolinggo,49391.4,49.39,2301.5,38.4
Kabupaten Lumajang,Kota Surabaya,148891.8,148.89,6703.7,111.7
Kabupaten Madiun,Kabupaten Magetan,33878.8,33.88,2051.5,34.2
Kabupaten Madiun,Kabupaten Malang,211585.1,211.59,9322.5,155.4
Kabupaten Madiun,Kabupaten Mojokerto,146892.4,146.89,6770.5,112.8
Kabupaten Madiun,Kabupaten Nganjuk,57828.8,57.83,3076.7,51.3
Kabupaten Madiun,Kabupaten Ngawi,40240.5,40.24,2545.7,42.4
Kabupaten Madiun,Kabupaten Pacitan,111233.3,111.23,5864.6,97.7
Kabupaten Madiun,Kabupaten Pamekasan,285733.4,285.73,12370.5,206.2
Kabupaten Madiun,Kabupaten Pasuruan,178353.0,178.35,8090.1,134.8
Kabupaten Madiun,Kabupaten Ponorogo,35071.5,35.07,1682.1,28.0
Kabupaten Madiun,Kabupaten Probolinggo,258066.5,258.07,11576.4,192.9
Kabupaten Madiun,Kabupaten Sampang,252320.6,252.32,11010.9,183.5
Kabupaten Madiun,Kabupaten Sidoarjo,173987.0,173.99,7552.1,125.9
Kabupaten Madiun,Kabupaten Situbondo,330620.4,330.62,14740.4,245.7
Kabupaten Madiun,Kabupaten Sumenep,338357.3,338.36,14916.7,248.6
Kabupaten Madiun,Kabupaten Trenggalek,84841.5,84.84,3832.6,63.9
Kabupaten Madiun,Kabupaten Tuban,154496.6,154.5,8428.9,140.5
Kabupaten Madiun,Kabupaten Tulungagung,116597.5,116.6,5256.1,87.6
Kabupaten Madiun,Kota Batu,171130.6,171.13,8867.3,147.8
Kabupaten Madiun,Kota Blitar,151022.7,151.02,6820.4,113.7
Kabupaten Madiun,Kota Kediri,97915.0,97.92,4991.7,83.2
Kabupaten Madiun,Kota Madiun,8863.8,8.86,552.9,9.2
Kabupaten Madiun,Kota Malang,220662.8,220.66,9848.5,164.1
Kabupaten Madiun,Kota Mojokerto,130133.9,130.13,5943.1,99.1
Kabupaten Madiun,Kota Pasuruan,194270.3,194.27,8781.4,146.4
Kabupaten Madiun,Kota Probolinggo,230483.8,230.48,10374.1,172.9
Kabupaten Madiun,Kota Surabaya,172127.1,172.13,7431.3,123.9
Kabupaten Magetan,Kabupaten Malang,211156.1,211.16,10278.3,171.3
Kabupaten Magetan,Kabupaten Mojokerto,163939.5,163.94,7723.5,128.7
Kabupaten Magetan,Kabupaten Nganjuk,74875.9,74.88,4029.7,67.2
Kabupaten Magetan,Kabupaten Ngawi,35242.8,35.24,2450.0,40.8
Kabupaten Magetan,Kabupaten Pacitan,96132.5,96.13,5818.4,97.0
Kabupaten Magetan,Kabupaten Pamekasan,302780.5,302.78,13323.5,222.1
Kabupaten Magetan,Kabupaten Pasuruan,195400.1,195.4,9043.1,150.7
Kabupaten Magetan,Kabupaten Ponorogo,34642.4,34.64,2637.9,44.0
Kabupaten Magetan,Kabupaten Probolinggo,275113.5,275.11,12529.4,208.8
Kabupaten Magetan,Kabupaten Sampang,269367.7,269.37,11963.9,199.4
Kabupaten Magetan,Kabupaten Sidoarjo,191034.1,191.03,8505.1,141.8
Kabupaten Magetan,Kabupaten Situbondo,347667.5,347.67,15693.4,261.6
Kabupaten Magetan,Kabupaten Sumenep,355404.4,355.4,15869.7,264.5
Kabupaten Magetan,Kabupaten Trenggalek,84412.5,84.41,4788.4,79.8
Kabupaten Magetan,Kabupaten Tuban,155800.3,155.8,8523.6,142.1
Kabupaten Magetan,Kabupaten Tulungagung,116168.4,116.17,6211.9,103.5
Kabupaten Magetan,Kota Batu,188177.7,188.18,9820.3,163.7
Kabupaten Magetan,Kota Blitar,150593.7,150.59,7776.2,129.6
Kabupaten Magetan,Kota Kediri,114962.1,114.96,5944.7,99.1
Kabupaten Magetan,Kota Madiun,25173.8,25.17,1467.6,24.5
Kabupaten Magetan,Kota Malang,237709.9,237.71,10801.5,180.0
Kabupaten Magetan,Kota Mojokerto,147180.9,147.18,6896.1,114.9
Kabupaten Magetan,Kota Pasuruan,211317.4,211.32,9734.4,162.2
Kabupaten Magetan,Kota Probolinggo,247530.9,247.53,11327.1,188.8
Kabupaten Magetan,Kota Surabaya,189174.2,189.17,8384.3,139.7
Kabupaten Malang,Kabupaten Mojokerto,90552.0,90.55,4225.1,70.4
Kabupaten Malang,Kabupaten Nganjuk,134434.4,134.43,7096.0,118.3
Kabupaten Malang,Kabupaten Ngawi,197777.3,197.78,10620.5,177.0
Kabupaten Malang,Kabupaten Pacitan,226244.4,226.24,9888.8,164.8
Kabupaten Malang,Kabupaten Pamekasan,222175.9,222.18,9930.7,165.5
Kabupaten Malang,Kabupaten Pasuruan,71026.5,71.03,3388.2,56.5
Kabupaten Malang,Kabupaten Ponorogo,175044.3,175.04,7623.1,127.1
Kabupaten Malang,Kabupaten Probolinggo,135251.1,135.25,6248.1,104.1
Kabupaten Malang,Kabupaten Sampang,188763.1,188.76,8571.1,142.9
Kabupaten Malang,Kabupaten Sidoarjo,85974.5,85.97,3741.9,62.4
Kabupaten Malang,Kabupaten Situbondo,207805.1,207.81,9412.1,156.9
Kabupaten Malang,Kabupaten Sumenep,274799.8,274.8,12476.9,207.9
Kabupaten Malang,Kabupaten Trenggalek,125157.2,125.16,5488.7,91.5
Kabupaten Malang,Kabupaten Tuban,205576.4,205.58,9049.5,150.8
Kabupaten Malang,Kabupaten Tulungagung,94561.0,94.56,4164.7,69.4
Kabupaten Malang,Kota Batu,36853.0,36.85,2107.4,35.1
Kabupaten Malang,Kota Blitar,58914.4,58.91,2739.1,45.7
Kabupaten Malang,Kota Kediri,103762.0,103.76,5261.0,87.7
Kabupaten Malang,Kota Madiun,205823.3,205.82,9038.4,150.6
Kabupaten Malang,Kota Malang,19982.1,19.98,942.7,15.7
Kabupaten Malang,Kota Mojokerto,106551.1,106.55,4703.9,78.4
Kabupaten Malang,Kota Pasuruan,71320.1,71.32,3464.1,57.7
Kabupaten Malang,Kota Probolinggo,107668.5,107.67,5045.8,84.1
Kabupaten Malang,Kota Surabaya,108569.6,108.57,4991.5,83.2
Kabupaten Mojokerto,Kabupaten Nganjuk,83388.3,83.39,4170.5,69.5
Kabupaten Mojokerto,Kabupaten Ngawi,148879.8,148.88,7626.2,127.1
Kabupaten Mojokerto,Kabupaten Pacitan,251708.3,251.71,11374.2,189.6
Kabupaten Mojokerto,Kabupaten Pamekasan,161039.7,161.04,7406.8,123.4
Kabupaten Mojokerto,Kabupaten Pasuruan,33154.1,33.15,1881.9,31.4
Kabupaten Mojokerto,Kabupaten Ponorogo,164795.4,164.8,7984.9,133.1
Kabupaten Mojokerto,Kabupaten Probolinggo,112867.6,112.87,5368.2,89.5
Kabupaten Mojokerto,Kabupaten Sampang,127626.9,127.63,6047.2,100.8
Kabupaten Mojokerto,Kabupaten Sidoarjo,32896.2,32.9,1727.4,28.8
Kabupaten Mojokerto,Kabupaten Situbondo,185421.6,185.42,8532.2,142.2
Kabupaten Mojokerto,Kabupaten Sumenep,213663.7,213.66,9953.0,165.9
Kabupaten Mojokerto,Kabupaten Trenggalek,150621.1,150.62,6974.1,116.2
Kabupaten Mojokerto,Kabupaten Tuban,120609.2,120.61,5555.9,92.6
Kabupaten Mojokerto,Kabupaten Tulungagung,118259.5,118.26,5563.5,92.7
Kabupaten Mojokerto,Kota Batu,47050.0,47.05,2816.9,46.9
Kabupaten Mojokerto,Kota Blitar,131650.8,131.65,6695.1,111.6
Kabupaten Mojokerto,Kota Kediri,87816.3,87.82,4125.0,68.8
Kabupaten Mojokerto,Kota Madiun,136039.3,136.04,6788.4,113.1
Kabupaten Mojokerto,Kota Malang,75463.9,75.46,3640.3,60.7
Kabupaten Mojokerto,Kota Mojokerto,17562.5,17.56,1041.7,17.4
Kabupaten Mojokerto,Kota Pasuruan,49071.5,49.07,2573.2,42.9
Kabupaten Mojokerto,Kota Probolinggo,85285.0,85.28,4165.9,69.4
Kabupaten Mojokerto,Kota Surabaya,47433.5,47.43,2467.6,41.1
Kabupaten Nganjuk,Kabupaten Ngawi,64323.4,64.32,3577.8,59.6
Kabupaten Nganjuk,Kabupaten Pacitan,156400.8,156.4,8119.0,135.3
Kabupaten Nganjuk,Kabupaten Pamekasan,229106.4,229.11,9950.0,165.8
Kabupaten Nganjuk,Kabupaten Pasuruan,116223.3,116.22,5510.0,91.8
Kabupaten Nganjuk,Kabupaten Ponorogo,80239.0,80.24,3936.5,65.6
Kabupaten Nganjuk,Kabupaten Probolinggo,195936.7,195.94,8996.3,149.9
Kabupaten Nganjuk,Kabupaten Sampang,195693.6,195.69,8590.4,143.2
Kabupaten Nganjuk,Kabupaten Sidoarjo,117360.0,117.36,5131.6,85.5
Kabupaten Nganjuk,Kabupaten Situbondo,268490.7,268.49,12160.3,202.7
Kabupaten Nganjuk,Kabupaten Sumenep,281730.3,281.73,12496.2,208.3
Kabupaten Nganjuk,Kabupaten Trenggalek,94462.1,94.46,4803.1,80.1
Kabupaten Nganjuk,Kabupaten Tuban,123475.8,123.48,6142.5,102.4
Kabupaten Nganjuk,Kabupaten Tulungagung,62100.5,62.1,3392.5,56.5
Kabupaten Nganjuk,Kota Batu,107414.4,107.41,6197.3,103.3
Kabupaten Nganjuk,Kota Blitar,75471.2,75.47,4524.2,75.4
Kabupaten Nganjuk,Kota Kediri,32543.0,32.54,2025.5,33.8
Kabupaten Nganjuk,Kota Madiun,51482.8,51.48,2740.0,45.7
Kabupaten Nganjuk,Kota Malang,158533.1,158.53,7268.4,121.1
Kabupaten Nganjuk,Kota Mojokerto,73506.9,73.51,3522.6,58.7
Kabupaten Nganjuk,Kota Pasuruan,132140.6,132.14,6201.3,103.4
Kabupaten Nganjuk,Kota Probolinggo,168354.1,168.35,7794.0,129.9
Kabupaten Nganjuk,Kota Surabaya,115500.1,115.5,5010.8,83.5
Kabupaten Ngawi,Kabupaten Pacitan,145571.5,145.57,7603.3,126.7
Kabupaten Ngawi,Kabupaten Pamekasan,297143.5,297.14,12897.7,215.0
Kabupaten Ngawi,Kabupaten Pasuruan,189763.1,189.76,8617.3,143.6
Kabupaten Ngawi,Kabupaten Ponorogo,69409.7,69.41,3420.8,57.0
Kabupaten Ngawi,Kabupaten Probolinggo,269476.5,269.48,12103.6,201.7
Kabupaten Ngawi,Kabupaten Sampang,263730.7,263.73,11538.1,192.3
Kabupaten Ngawi,Kabupaten Sidoarjo,185397.1,185.4,8079.3,134.7
Kabupaten Ngawi,Kabupaten Situbondo,342030.5,342.03,15267.6,254.5
Kabupaten Ngawi,Kabupaten Sumenep,349767.4,349.77,15443.9,257.4
Kabupaten Ngawi,Kabupaten Trenggalek,119179.7,119.18,5571.3,92.9
Kabupaten Ngawi,Kabupaten Tuban,119702.8,119.7,6378.0,106.3
Kabupaten Ngawi,Kabupaten Tulungagung,138882.6,138.88,6885.9,114.8
Kabupaten Ngawi,Kota Batu,182540.7,182.54,9394.5,156.6
Kabupaten Ngawi,Kota Blitar,152253.3,152.25,8017.6,133.6
Kabupaten Ngawi,Kota Kediri,109325.1,109.33,5518.9,92.0
Kabupaten Ngawi,Kota Madiun,40653.5,40.65,2224.3,37.1
Kabupaten Ngawi,Kota Malang,232072.9,232.07,10375.7,172.9
Kabupaten Ngawi,Kota Mojokerto,141543.9,141.54,6470.3,107.8
Kabupaten Ngawi,Kota Pasuruan,205680.4,205.68,9308.6,155.1
Kabupaten Ngawi,Kota Probolinggo,241893.9,241.89,10901.3,181.7
Kabupaten Ngawi,Kota Surabaya,183537.2,183.54,7958.5,132.6
Kabupaten Pacitan,Kabupaten Pamekasan,395390.4,395.39,17264.9,287.7
Kabupaten Pacitan,Kabupaten Pasuruan,283649.3,283.65,12615.6,210.3
Kabupaten Pacitan,Kabupaten Ponorogo,76662.7,76.66,4222.0,70.4
Kabupaten Pacitan,Kabupaten Probolinggo,363362.8,363.36,16101.9,268.4
Kabupaten Pacitan,Kabupaten Sampang,361977.6,361.98,15905.3,265.1
Kabupaten Pacitan,Kabupaten Sidoarjo,283644.1,283.64,12446.5,207.4
Kabupaten Pacitan,Kabupaten Situbondo,435916.8,435.92,19265.9,321.1
Kabupaten Pacitan,Kabupaten Sumenep,448014.3,448.01,19811.1,330.2
Kabupaten Pacitan,Kabupaten Trenggalek,106146.9,106.15,4612.5,76.9
Kabupaten Pacitan,Kabupaten Tuban,290051.4,290.05,13423.2,223.7
Kabupaten Pacitan,Kabupaten Tulungagung,132755.6,132.76,5803.3,96.7
Kabupaten Pacitan,Kota Batu,264596.3,264.6,11977.1,199.6
Kabupaten Pacitan,Kota Blitar,167180.9,167.18,7367.6,122.8
Kabupaten Pacitan,Kota Kediri,164175.3,164.18,7310.6,121.8
Kabupaten Pacitan,Kota Madiun,107441.7,107.44,5637.3,94.0
Kabupaten Pacitan,Kota Malang,247725.4,247.73,10812.4,180.2
Kabupaten Pacitan,Kota Mojokerto,240314.4,240.31,10720.8,178.7
Kabupaten Pacitan,Kota Pasuruan,299566.7,299.57,13306.9,221.8
Kabupaten Pacitan,Kota Probolinggo,335780.2,335.78,14899.6,248.3
Kabupaten Pacitan,Kota Surabaya,281784.2,281.78,12325.7,205.4
Kabupaten Pamekasan,Kabupaten Pasuruan,160757.5,160.76,7471.8,124.5
Kabupaten Pamekasan,Kabupaten Ponorogo,310672.6,310.67,14096.5,234.9
Kabupaten Pamekasan,Kabupaten Probolinggo,240471.0,240.47,10958.1,182.6
Kabupaten Pamekasan,Kabupaten Sampang,36100.9,36.1,1749.3,29.2
Kabupaten Pamekasan,Kabupaten Sidoarjo,137882.7,137.88,6366.8,106.1
Kabupaten Pamekasan,Kabupaten Situbondo,313025.0,313.02,14122.1,235.4
Kabupaten Pamekasan,Kabupaten Sumenep,54836.5,54.84,2701.9,45.0
Kabupaten Pamekasan,Kabupaten Trenggalek,296498.2,296.5,13085.7,218.1
Kabupaten Pamekasan,Kabupaten Tuban,212572.4,212.57,9452.3,157.5
Kabupaten Pamekasan,Kabupaten Tulungagung,264136.6,264.14,11675.1,194.6
Kabupaten Pamekasan,Kota Batu,213905.4,213.91,9905.8,165.1
Kabupaten Pamekasan,Kota Blitar,281248.5,281.25,12730.1,212.2
Kabupaten Pamekasan,Kota Kediri,233693.5,233.69,10236.6,170.6
Kabupaten Pamekasan,Kota Madiun,281916.5,281.92,12900.0,215.0
Kabupaten Pamekasan,Kota Malang,204427.8,204.43,9288.0,154.8
Kabupaten Pamekasan,Kota Mojokerto,167991.7,167.99,7552.6,125.9
Kabupaten Pamekasan,Kota Pasuruan,176674.9,176.67,8163.1,136.1
Kabupaten Pamekasan,Kota Probolinggo,212888.4,212.89,9755.8,162.6
Kabupaten Pamekasan,Kota Surabaya,114868.0,114.87,5166.8,86.1
Kabupaten Pasuruan,Kabupaten Ponorogo,197621.3,197.62,9313.2,155.2
Kabupaten Pasuruan,Kabupaten Probolinggo,80840.8,80.84,3649.4,60.8
Kabupaten Pasuruan,Kabupaten Sampang,128074.1,128.07,6119.3,102.0
Kabupaten Pasuruan,Kabupaten Sidoarjo,25285.5,25.29,1290.1,21.5
Kabupaten Pasuruan,Kabupaten Situbondo,153394.7,153.39,6813.4,113.6
Kabupaten Pasuruan,Kabupaten Sumenep,214110.8,214.11,10025.1,167.1
Kabupaten Pasuruan,Kabupaten Trenggalek,183446.9,183.45,8302.4,138.4
Kabupaten Pasuruan,Kabupaten Tuban,146123.7,146.12,6683.7,111.4
Kabupaten Pasuruan,Kabupaten Tulungagung,151085.3,151.09,6891.8,114.9
Kabupaten Pasuruan,Kota Batu,61331.3,61.33,3201.2,53.4
Kabupaten Pasuruan,Kota Blitar,128674.4,128.67,6025.5,100.4
Kabupaten Pasuruan,Kota Kediri,120642.1,120.64,5453.3,90.9
Kabupaten Pasuruan,Kota Madiun,168865.1,168.87,8116.7,135.3
Kabupaten Pasuruan,Kota Malang,51853.7,51.85,2583.4,43.1
Kabupaten Pasuruan,Kota Mojokerto,50388.4,50.39,2370.0,39.5
Kabupaten Pasuruan,Kota Pasuruan,17044.6,17.04,854.4,14.2
Kabupaten Pasuruan,Kota Probolinggo,53258.2,53.26,2447.1,40.8
Kabupaten Pasuruan,Kota Surabaya,47880.7,47.88,2539.7,42.3
Kabupaten Ponorogo,Kabupaten Probolinggo,281201.7,281.2,12540.7,209.0
Kabupaten Ponorogo,Kabupaten Sampang,275455.8,275.46,11975.2,199.6
Kabupaten Ponorogo,Kabupaten Sidoarjo,197122.2,197.12,8516.4,141.9
Kabupaten Ponorogo,Kabupaten Situbondo,353755.6,353.76,15704.7,261.7
Kabupaten Ponorogo,Kabupaten Sumenep,361492.5,361.49,15881.0,264.7
Kabupaten Ponorogo,Kabupaten Trenggalek,50382.3,50.38,2226.9,37.1
Kabupaten Ponorogo,Kabupaten Tuban,177631.8,177.63,9393.2,156.6
Kabupaten Ponorogo,Kabupaten Tulungagung,82138.2,82.14,3650.4,60.8
Kabupaten Ponorogo,Kota Batu,213978.9,213.98,9824.2,163.7
Kabupaten Ponorogo,Kota Blitar,116563.5,116.56,5214.7,86.9
Kabupaten Ponorogo,Kota Kediri,113557.9,113.56,5157.7,86.0
Kabupaten Ponorogo,Kota Madiun,30299.7,30.3,1457.6,24.3
Kabupaten Ponorogo,Kota Malang,197108.0,197.11,8659.5,144.3
Kabupaten Ponorogo,Kota Mojokerto,153269.1,153.27,6907.4,115.1
Kabupaten Ponorogo,Kota Pasuruan,217405.5,217.41,9745.7,162.4
Kabupaten Ponorogo,Kota Probolinggo,253619.1,253.62,11338.4,189.0
Kabupaten Ponorogo,Kota Surabaya,195262.3,195.26,8395.6,139.9
Kabupaten Probolinggo,Kabupaten Sampang,203412.7,203.41,9519.6,158.7
Kabupaten Probolinggo,Kabupaten Sidoarjo,100624.1,100.62,4690.4,78.2
Kabupaten Probolinggo,Kabupaten Situbondo,73802.2,73.8,3363.9,56.1
Kabupaten Probolinggo,Kabupaten Sumenep,289449.4,289.45,13425.4,223.8
Kabupaten Probolinggo,Kabupaten Trenggalek,258785.5,258.79,11702.7,195.0
Kabupaten Probolinggo,Kabupaten Tuban,221462.3,221.46,10084.0,168.1
Kabupaten Probolinggo,Kabupaten Tulungagung,226423.9,226.42,10292.1,171.5
Kabupaten Probolinggo,Kota Batu,123311.1,123.31,6140.8,102.3
Kabupaten Probolinggo,Kota Blitar,190654.2,190.65,8965.1,149.4
Kabupaten Probolinggo,Kota Kediri,195980.7,195.98,8853.6,147.6
Kabupaten Probolinggo,Kota Madiun,244203.7,244.2,11517.0,191.9
Kabupaten Probolinggo,Kota Malang,113833.5,113.83,5523.0,92.0
Kabupaten Probolinggo,Kota Mojokerto,125727.0,125.73,5770.3,96.2
Kabupaten Probolinggo,Kota Pasuruan,62800.5,62.8,3001.3,50.0
Kabupaten Probolinggo,Kota Probolinggo,25397.1,25.4,1354.8,22.6
Kabupaten Probolinggo,Kota Surabaya,123219.3,123.22,5940.0,99.0
Kabupaten Sampang,Kabupaten Sidoarjo,103699.3,103.7,4909.8,81.8
Kabupaten Sampang,Kabupaten Situbondo,278841.6,278.84,12665.1,211.1
Kabupaten Sampang,Kabupaten Sumenep,87627.7,87.63,4185.7,69.8
Kabupaten Sampang,Kabupaten Trenggalek,262314.9,262.31,11628.7,193.8
Kabupaten Sampang,Kabupaten Tuban,178389.0,178.39,7995.3,133.3
Kabupaten Sampang,Kabupaten Tulungagung,229953.3,229.95,10218.1,170.3
Kabupaten Sampang,Kota Batu,179722.1,179.72,8448.8,140.8
Kabupaten Sampang,Kota Blitar,247065.1,247.07,11273.1,187.9
Kabupaten Sampang,Kota Kediri,199510.1,199.51,8779.6,146.3
Kabupaten Sampang,Kota Madiun,247733.1,247.73,11443.0,190.7
Kabupaten Sampang,Kota Malang,170244.4,170.24,7831.0,130.5
Kabupaten Sampang,Kota Mojokerto,133808.4,133.81,6095.6,101.6
Kabupaten Sampang,Kota Pasuruan,142491.5,142.49,6706.1,111.8
Kabupaten Sampang,Kota Probolinggo,178705.0,178.71,8298.8,138.3
Kabupaten Sampang,Kota Surabaya,80684.6,80.68,3709.8,61.8
Kabupaten Sidoarjo,Kabupaten Situbondo,176128.6,176.13,7853.8,130.9
Kabupaten Sidoarjo,Kabupaten Sumenep,188825.3,188.83,8735.0,145.6
Kabupaten Sidoarjo,Kabupaten Trenggalek,181608.1,181.61,8140.8,135.7
Kabupaten Sidoarjo,Kabupaten Tuban,119779.7,119.78,5434.8,90.6
Kabupaten Sidoarjo,Kabupaten Tulungagung,149246.5,149.25,6730.2,112.2
Kabupaten Sidoarjo,Kota Batu,77009.1,77.01,3637.5,60.6
Kabupaten Sidoarjo,Kota Blitar,144352.1,144.35,6461.8,107.7
Kabupaten Sidoarjo,Kota Kediri,118803.3,118.8,5291.7,88.2
Kabupaten Sidoarjo,Kota Madiun,167026.3,167.03,7955.1,132.6
Kabupaten Sidoarjo,Kota Malang,67531.4,67.53,3019.7,50.3
Kabupaten Sidoarjo,Kota Mojokerto,39882.9,39.88,2355.7,39.3
Kabupaten Sidoarjo,Kota Pasuruan,39778.5,39.78,1894.8,31.6
Kabupaten Sidoarjo,Kota Probolinggo,75992.0,75.99,3487.5,58.1
Kabupaten Sidoarjo,Kota Surabaya,22595.2,22.6,1249.6,20.8
Kabupaten Situbondo,Kabupaten Sumenep,362125.7,362.13,16562.2,276.0
Kabupaten Situbondo,Kabupaten Trenggalek,331461.8,331.46,14839.5,247.3
Kabupaten Situbondo,Kabupaten Tuban,294138.6,294.14,13220.8,220.3
Kabupaten Situbondo,Kabupaten Tulungagung,299100.2,299.1,13428.9,223.8
Kabupaten Situbondo,Kota Batu,195987.4,195.99,9277.6,154.6
Kabupaten Situbondo,Kota Blitar,263330.5,263.33,12101.9,201.7
Kabupaten Situbondo,Kota Kediri,268657.0,268.66,11990.4,199.8
Kabupaten Situbondo,Kota Madiun,316880.0,316.88,14653.8,244.2
Kabupaten Situbondo,Kota Malang,186509.7,186.51,8659.8,144.3
Kabupaten Situbondo,Kota Mojokerto,198403.3,198.4,8907.1,148.5
Kabupaten Situbondo,Kota Pasuruan,135476.8,135.48,6138.1,102.3
Kabupaten Situbondo,Kota Probolinggo,98073.3,98.07,4491.6,74.9
Kabupaten Situbondo,Kota Surabaya,195895.6,195.9,9076.8,151.3
Kabupaten Sumenep,Kabupaten Trenggalek,348834.6,348.83,15624.0,260.4
Kabupaten Sumenep,Kabupaten Tuban,264908.8,264.91,11990.6,199.8
Kabupaten Sumenep,Kabupaten Tulungagung,316473.0,316.47,14213.4,236.9
Kabupaten Sumenep,Kota Batu,266241.8,266.24,12444.1,207.4
Kabupaten Sumenep,Kota Blitar,333584.9,333.58,15268.4,254.5
Kabupaten Sumenep,Kota Kediri,286029.8,286.03,12774.9,212.9
Kabupaten Sumenep,Kota Madiun,334252.8,334.25,15438.3,257.3
Kabupaten Sumenep,Kota Malang,256764.2,256.76,11826.3,197.1
Kabupaten Sumenep,Kota Mojokerto,220328.1,220.33,10090.9,168.2
Kabupaten Sumenep,Kota Pasuruan,229011.2,229.01,10701.4,178.4
Kabupaten Sumenep,Kota Probolinggo,265224.8,265.22,12294.1,204.9
Kabupaten Sumenep,Kota Surabaya,167204.4,167.2,7705.1,128.4
Kabupaten Trenggalek,Kabupaten Tuban,189409.3,189.41,9096.1,151.6
Kabupaten Trenggalek,Kabupaten Tulungagung,32113.5,32.11,1476.2,24.6
Kabupaten Trenggalek,Kota Batu,163954.2,163.95,7650.0,127.5
Kabupaten Trenggalek,Kota Blitar,66538.8,66.54,3040.5,50.7
Kabupaten Trenggalek,Kota Kediri,63533.2,63.53,2983.5,49.7
Kabupaten Trenggalek,Kota Madiun,81049.8,81.05,3609.3,60.2
Kabupaten Trenggalek,Kota Malang,147083.3,147.08,6485.3,108.1
Kabupaten Trenggalek,Kota Mojokerto,139672.3,139.67,6393.7,106.6
Kabupaten Trenggalek,Kota Pasuruan,198924.6,198.92,8979.8,149.7
Kabupaten Trenggalek,Kota Probolinggo,235138.1,235.14,10572.5,176.2
Kabupaten Trenggalek,Kota Surabaya,181142.1,181.14,7998.6,133.3
Kabupaten Tuban,Kabupaten Tulungagung,158068.1,158.07,7827.7,130.5
Kabupaten Tuban,Kota Batu,162308.2,162.31,8801.1,146.7
Kabupaten Tuban,Kota Blitar,171459.4,171.46,8959.3,149.3
Kabupaten Tuban,Kota Kediri,127624.9,127.62,6389.2,106.5
Kabupaten Tuban,Kota Madiun,148555.4,148.56,8160.9,136.0
Kabupaten Tuban,Kota Malang,189169.5,189.17,8464.5,141.1
Kabupaten Tuban,Kota Mojokerto,107174.7,107.17,5529.3,92.2
Kabupaten Tuban,Kota Pasuruan,161416.6,161.42,7339.6,122.3
Kabupaten Tuban,Kota Probolinggo,197630.1,197.63,8932.3,148.9
Kabupaten Tuban,Kota Surabaya,102254.3,102.25,4679.1,78.0
Kabupaten Tulungagung,Kota Batu,113747.0,113.75,6267.7,104.5
Kabupaten Tulungagung,Kota Blitar,36438.7,36.44,1777.6,29.6
Kabupaten Tulungagung,Kota Kediri,31096.8,31.1,1583.3,26.4
Kabupaten Tulungagung,Kota Madiun,112903.0,112.9,5048.1,84.1
Kabupaten Tulungagung,Kota Malang,116983.2,116.98,5222.4,87.0
Kabupaten Tulungagung,Kota Mojokerto,107235.9,107.24,4993.5,83.2
Kabupaten Tulungagung,Kota Pasuruan,166488.2,166.49,7579.6,126.3
Kabupaten Tulungagung,Kota Probolinggo,202701.7,202.7,9172.3,152.9
Kabupaten Tulungagung,Kota Surabaya,148705.7,148.71,6598.4,110.0
Kota Batu,Kota Blitar,96419.0,96.42,4903.3,81.7
Kota Batu,Kota Kediri,83566.8,83.57,4832.6,80.5
Kota Batu,Kota Madiun,160103.1,160.1,8816.6,146.9
Kota Batu,Kota Malang,20572.3,20.57,1379.1,23.0
Kota Batu,Kota Mojokerto,97891.2,97.89,4583.1,76.4
Kota Batu,Kota Pasuruan,62660.2,62.66,3343.3,55.7
Kota Batu,Kota Probolinggo,99008.6,99.01,4925.0,82.1
Kota Batu,Kota Surabaya,99909.8,99.91,4870.7,81.2
Kota Blitar,Kota Kediri,45284.9,45.28,2685.1,44.8
Kota Blitar,Kota Madiun,147156.6,147.16,6548.8,109.1
Kota Blitar,Kota Malang,80814.1,80.81,3726.3,62.1
Kota Blitar,Kota Mojokerto,121257.6,121.26,6112.8,101.9
